c#	463526	0.0266256442212	0.0266256442212
java	412189	0.0236767682199	0.050302412441
php	392451	0.0225429872332	0.0728453996742
javascript	365623	0.0210019457745	0.0938473454487
android	320622	0.018417019329	0.112264364778
jquery	305614	0.0175549367954	0.129819301573
c++	199280	0.0114469487804	0.141266250353
python	184928	0.0106225478927	0.151888798246
iphone	183573	0.010544714615	0.162433512861
asp.net	177334	0.0101863368879	0.172619849749
mysql	172182	0.00989039810774	0.182510247857
html	165507	0.00950697587214	0.192017223729
.net	162359	0.00932614992493	0.201343373654
ios	136080	0.00781664386812	0.209160017522
objective-c	133932	0.00769325945433	0.216853276976
sql	132465	0.0076089927248	0.224462269701
css	129107	0.00741610405557	0.231878373757
linux	127606	0.0073298843139	0.239208258071
ruby-on-rails	116883	0.00671393875101	0.245922196822
windows	98100	0.00563501442874	0.25155721125
c	95453	0.00548296668977	0.25704017794
sql-server	74921	0.00430357712554	0.261343755066
ruby	73502	0.00422206758961	0.265565822655
wpf	65836	0.0037817207944	0.26934754345
xml	64157	0.00368527645978	0.273032819909
ajax	62239	0.00357510359868	0.276607923508
database	59799	0.00343494625713	0.280042869765
regex	59223	0.00340185993388	0.283444729699
windows-7	58487	0.00335958296528	0.286804312664
asp.net-mvc	57859	0.00332350968229	0.290127822347
xcode	52513	0.00301642724461	0.293144249591
django	52030	0.00298868298397	0.296132932575
osx	51812	0.00297616072968	0.299109093305
arrays	50055	0.00287523595546	0.30198432926
vb.net	46653	0.00267981985876	0.304664149119
eclipse	44092	0.00253271209166	0.307196861211
json	43451	0.00249589206874	0.30969275328
facebook	43393	0.0024925604598	0.312185313739
ruby-on-rails-3	43166	0.00247952123171	0.314664834971
ubuntu	43002	0.00247010082023	0.317134935791
performance	39377	0.00226187526157	0.319396811053
networking	38323	0.00220133188535	0.321598142938
string	37802	0.00217140484643	0.323769547785
multithreading	37619	0.00216089304582	0.32593044083
winforms	37370	0.002146590104	0.328077030934
security	34499	0.00198167546154	0.330058706396
visual-studio-2010	34433	0.00197788432033	0.332036590716
asp.net-mvc-3	34422	0.00197725246347	0.33401384318
bash	33116	0.00190223382082	0.335916077001
homework	32535	0.0018688602899	0.337784937291
image	32280	0.00185421269888	0.339639149989
wcf	31490	0.00180883388747	0.341447983877
html5	31243	0.00179464582872	0.343242629706
wordpress	30556	0.00175518349526	0.344997813201
visual-studio	30148	0.00173174734962	0.34672956055
web-services	30141	0.00173134525888	0.348460905809
forms	30026	0.00172473948254	0.350185645292
algorithm	29773	0.00171020677459	0.351895852066
sql-server-2008	29743	0.00170848352858	0.353604335595
linq	29543	0.0016969952219	0.355301330817
oracle	29382	0.00168774713502	0.356989077952
git	29377	0.00168745992735	0.358676537879
query	28931	0.00166184100344	0.360338378883
perl	28641	0.00164518295875	0.361983561841
apache2	27619	0.00158647771159	0.363570039553
flash	27458	0.00157722962471	0.365147269178
actionscript-3	27111	0.00155729741262	0.36670456659
ipad	27098	0.00155655067268	0.368261117263
spring	26995	0.00155063419474	0.369811751458
apache	26990	0.00155034698707	0.371362098445
silverlight	26932	0.00154701537813	0.372909113823
email	26888	0.00154448795066	0.374453601774
r	26863	0.00154305191233	0.375996653686
cocoa-touch	26314	0.00151151651048	0.377508170197
cocoa	26062	0.00149704124405	0.379005211441
swing	25872	0.0014861273527	0.380491338793
hibernate	24880	0.00142914535155	0.381920484145
excel	24025	0.00138003284047	0.383300516985
entity-framework	23978	0.0013773330884	0.384677850074
file	23406	0.00134447653129	0.386022326605
shell	22309	0.00128146316912	0.387303789774
flex	22248	0.00127795923558	0.38858174901
api	22037	0.00126583907203	0.389847588082
list	21628	0.00124234548486	0.391089933567
internet-explorer	21583	0.00123976061586	0.392329694182
firefox	21427	0.00123079973664	0.393560493919
jquery-ui	21395	0.00122896160757	0.394789455527
delphi	21367	0.00122735324464	0.396016808771
.htaccess	21022	0.00120753591561	0.397224344687
sqlite	20741	0.00119139484471	0.398415739532
qt	20586	0.00118249140703	0.399598230939
tsql	20544	0.00118007886263	0.400778309801
google-chrome	20408	0.00117226681408	0.401950576615
node.js	20280	0.00116491429781	0.403115490913
unix	20205	0.0011606061828	0.404276097096
windows-xp	20193	0.0011599168844	0.40543601398
http	19768	0.00113550423269	0.406571518213
svn	19727	0.00113314912982	0.407704667343
unit-testing	19166	0.00110092442957	0.408805591772
oop	19016	0.00109230819956	0.409897899972
debugging	18936	0.00108771287689	0.410985612849
sql-server-2005	18812	0.00108059012674	0.412066202976
iis	18552	0.00106565532805	0.413131858304
google-app-engine	18505	0.00106295557598	0.41419481388
postgresql	18471	0.00106100256385	0.415255816444
class	18363	0.00105479887824	0.416310615322
codeigniter	18259	0.00104882495876	0.417359440281
matlab	18149	0.00104250639008	0.418401946671
function	17967	0.001032052031	0.419433998702
ssh	17866	0.00102625043612	0.420460249138
validation	17713	0.00101746188151	0.421477711019
sockets	17598	0.00101085610517	0.422488567124
command-line	17475	0.00100379079656	0.423492357921
parsing	17471	0.00100356103042	0.424495918951
memory	17362	0.00099729990328	0.425493218855
windows-phone-7	17245	0.00099057924387	0.426483798099
jsp	17012	0.000977195366582	0.427460993465
search	16901	0.000970819356372	0.428431812821
templates	16900	0.000970761914839	0.429402574736
winapi	16422	0.000943304861863	0.430345879598
windows-server-2008	16323	0.000937618150054	0.431283497748
google-maps	16319	0.00093738838392	0.432220886132
dns	16179	0.000929346569241	0.433150232701
authentication	15932	0.000915158510486	0.434065391212
events	15884	0.000912401316882	0.434977792529
sharepoint	15701	0.000901889516265	0.435879682045
calculus	15679	0.00090062580253	0.436780307848
xaml	15665	0.000899821621062	0.437680129469
pdf	15619	0.000897179310525	0.438577308779
zend-framework	15609	0.00089660489519	0.439473913674
plugins	15560	0.000893790260053	0.440367703934
uitableview	15544	0.000892871195518	0.44126057513
visual-studio-2008	15500	0.000890343768047	0.442150918898
mongodb	15499	0.000890286326514	0.443041205224
linear-algebra	15457	0.00088787378211	0.443929079007
scala	15343	0.0008813254473	0.444810404454
mvc	15325	0.000880291499698	0.445690695954
url	15163	0.000870985971284	0.446561681925
magento	15082	0.000866333207077	0.447428015132
audio	14966	0.0008596699892	0.448287685121
nhibernate	14863	0.000853753511257	0.449141438632
real-analysis	14853	0.000853179095923	0.449994617728
tomcat	14848	0.000852891888256	0.450847509617
design	14833	0.000852030265255	0.451699539882
vim	14790	0.000849560279317	0.452549100161
session	14695	0.000844103333642	0.453393203495
jsf	14650	0.000841518464638	0.454234721959
design-patterns	14634	0.000840599400104	0.45507532136
android-layout	14609	0.000839163361768	0.455914484721
vba	14490	0.000832327819291	0.456746812541
google	14480	0.000831753403957	0.457578565945
rest	14426	0.000828651561152	0.458407217506
optimization	14304	0.000821643694074	0.4592288612
video	14300	0.000821413927941	0.460050275128
c#-4.0	14168	0.000813831645529	0.460864106773
jquery-ajax	14113	0.000810672361191	0.461674779134
cakephp	13882	0.00079740336697	0.462472182501
variables	13871	0.000796771510102	0.463268954012
logging	13849	0.000795507796367	0.464064461808
facebook-graph-api	13830	0.000794416407232	0.464858878215
testing	13805	0.000792980368896	0.465651858584
listview	13760	0.000790395499892	0.466442254084
visual-c++	13740	0.000789246669224	0.467231500753
table	13730	0.00078867225389	0.468020173007
date	13697	0.000786776683287	0.46880694969
java-ee	13579	0.000779998582343	0.469586948273
ssl	13545	0.000778045570207	0.470364993843
sorting	13541	0.000777815804073	0.471142809647
centos	13523	0.000776781856471	0.471919591503
powershell	13518	0.000776494648804	0.472696086152
exception	13366	0.000767763535724	0.473463849688
permissions	13341	0.000766327497388	0.474230177185
redirect	13338	0.000766155172788	0.474996332358
css3	13332	0.000765810523588	0.475762142882
mod-rewrite	13275	0.000762536356183	0.476524679238
gui	13275	0.000762536356183	0.477287215594
gwt	13235	0.000760238694846	0.478047454289
caching	12960	0.000744442273154	0.478791896562
probability	12930	0.000742719027152	0.479534615589
generics	12901	0.000741053222683	0.480275668812
drupal	12895	0.000740708573482	0.481016377385
math	12826	0.000736745107676	0.481753122493
xslt	12785	0.000734390004806	0.482487512498
ms-access	12743	0.000731977460402	0.483219489958
debian	12570	0.00072204007512	0.483941530033
maven	12482	0.000716985220179	0.484658515254
active-directory	12460	0.000715721506443	0.48537423676
datetime	12427	0.00071382593584	0.486088062696
dom	12360	0.000709977353101	0.486798040049
web-applications	12147	0.000697742306482	0.487495782355
ios5	12090	0.000694468139077	0.488190250494
nginx	11889	0.000682922390859	0.488873172885
opengl	11813	0.000678556834319	0.48955172972
object	11765	0.000675799640715	0.49022752936
database-design	11759	0.000675454991514	0.490902984352
browser	11742	0.000674478485446	0.491577462837
mac	11698	0.000671951057975	0.492249413895
loops	11494	0.000660232985157	0.49290964688
encryption	11417	0.000655809987084	0.493565456868
linq-to-sql	11376	0.000653454884213	0.494218911752
phonegap	11372	0.00065322511808	0.49487213687
servlets	11350	0.000651961404344	0.495524098274
windows-server-2003	11317	0.000650065833741	0.496174164108
grails	11313	0.000649836067608	0.496824000176
pointers	11310	0.000649663743007	0.497473663919
backup	11309	0.000649606301474	0.49812327022
haskell	11298	0.000648974444606	0.498772244665
animation	11277	0.000647768172405	0.499420012837
core-data	11264	0.00064702143247	0.50006703427
graphics	11198	0.000643230291264	0.500710264561
mobile	11147	0.00064030077306	0.501350565334
inheritance	11135	0.000639611474659	0.501990176808
configuration	10961	0.000629616647843	0.502619793456
abstract-algebra	10952	0.000629099674042	0.50324889313
windows-8	10949	0.000628927349442	0.50387782048
jquery-mobile	10909	0.000626629688105	0.504504450168
iis7	10789	0.000619736704094	0.505124186872
gcc	10776	0.00061898996416	0.505743176836
post	10752	0.000617611367358	0.506360788204
layout	10742	0.000617036952024	0.506977825156
select	10723	0.000615945562889	0.507593770718
deployment	10660	0.000612326746283	0.508206097465
activerecord	10656	0.000612096980149	0.508818194445
button	10644	0.000611407681748	0.509429602127
geometry	10586	0.00060807607281	0.510037678199
application	10553	0.000606180502207	0.510643858702
emacs	10469	0.000601355413399	0.511245214115
div	10464	0.000601068205732	0.511846282321
memory-management	10241	0.000588258743779	0.512434541065
fonts	10228	0.000587512003844	0.513022053068
jpa	10139	0.00058239970737	0.513604452776
data-binding	10134	0.000582112499703	0.514186565275
serialization	10067	0.000578263916963	0.514764829192
iframe	10026	0.000575908814093	0.515340738007
stored-procedures	9874	0.000567177701013	0.515907915708
gridview	9870	0.000566947934879	0.516474863642
image-processing	9843	0.000565397013477	0.517040260656
login	9802	0.000563041910606	0.517603302566
spring-mvc	9708	0.000557642406465	0.518160944973
opencv	9674	0.000555689394328	0.518716634367
version-control	9651	0.00055436823906	0.519271002606
cookies	9616	0.00055235778539	0.519823360392
text	9575	0.00055000268252	0.520373363074
printing	9541	0.000548049670383	0.520921412745
dynamic	9529	0.000547360371982	0.521468773117
